pair_id,kn_word,te_word,kn_iso,te_iso,en_kn,en_te,gloss,candidate_source,label,origin,annotator,notes,excluded
B000201,ಯೌವನಾವಸ್ಥೆ,యవ్వనావస్థ,yauvanāvasthe,yavvanāvastha,A state/state between childhood and old age or a state/state of being young,The period from the age of eleven to the age of fifteen is the period of every person's life.,kn: ಬಾಲ್ಯಾವಸ್ಥೆ ಮತ್ತು ವೃದ್ಧಾವಸ್ಥೆಯ ನಡುವಿನ ಅವಸ್ಥೆ/ಸ್ಥಿತಿ ಅಥವಾ ತರುಣನಾಗುವ ಸ್ಥಿತಿ/ಅವಸ್ಥೆ || te: ప్రతి వ్యక్తి జీవితము లోని పదకొండు సంవత్సరాల వయస్సు నుండి పదిహేను సంవత్సరాల వయస్సు వరకు గల సమయం.,form_similar,cognate,sanskrit,Dhanya,,
B000202,ಗದ್ದ,గద్ద,gadda,gadda,The lower part of the lip is rounded and thick,A bird that kicks chicks,kn: ತುಟಿಯ ಕೆಳಭಾಗ ದುಂಡಗಿದ್ದು ಮತ್ತು ದಪ್ಪವಿರುವ ಭಾಗ || te: కోడిపిల్లలను తన్నుకు పోయేపక్షి,form_similar,false_friend,,Dhanya,,
B000203,ನೇಪಾಳ,నేపాళం,nēpāḷa,nēpāḷaṁ,A country in the Himalayan foothills of northern India,Consuming the seed of a plant causes vomiting,kn: ಭಾರತದ ಉತ್ತರ ಭಾಗದ ಹಿಮಾಲಯದ ತಪ್ಪಲಿನಲ್ಲಿರುವ ಒಂದು ದೇಶ || te: ఒక మొక్క విత్తనం దానిని సేవిస్తే విరోచనాలు అవుతాయి,form_similar,false_friend,,Dhanya,,
B000204,ಮೂಲವ್ಯಾಧಿ,మూలవ్యాధి,mūlavyādhi,mūlavyādhi,"In a kind of disease, a fleshy swelling like a sprout at the entrance",A kind of skin disease,kn: ಒಂದು ತರಹದ ರೋಗದಲ್ಲಿ ಗುಪ್ತದ್ವಾರದಲ್ಲಿ ಮೊಳಕೆಯಂತೆ ಆಗುವ ಮಾಂಸದ ಉಬ್ಬರ || te: ఒకరకమైన చర్మరోగం,form_similar,cognate,inherited,Dhanya,,
B000205,ಕೊಡಪಾನ,గలభా,koḍapāna,galabhā,A small clay pot filled with water,Galabha,,random,unrelated,,Dhanya,,
B000206,ನಿಷ್ಠುರವಾಗಿ,మురిపెం,niṣṭhuravāgi,muripeṁ,Lacking even the slightest bit of Southern kindness,A strong fan,,random,unrelated,,Dhanya,,
B000207,ಮಟ್ಟ,మట్టం,maṭṭa,maṭṭaṁ,A layer spread over something,being less,kn: ಯಾವುದಾದರೂ ವಸ್ತುವಿನ ಮೇಲೆ ಹರಡಿರುವ ಪದರ || te: తక్కువగా ఉండటం.,form_similar,false_friend,,Dhanya,,
B000208,ರಮಾಕಾಂತ,సచ్చిదానందుడు,ramākāṁta,saccidānaṁduḍu,"According to Hindus, there is only one God who sustains creation","According to the Hindu belief, the God of Dashavatars",kn: ಹಿಂಧೂಗಳ ಪ್ರಕಾರ  ಸೃಷ್ಟಿಯನ್ನು ಪಾಲನೆ ಮಾಡುತ್ತಿರುವುದು ಒಬ್ಬನೇ ದೇವರು || te: హిందువుల విశ్వాసం ప్రకారం దశావతారాలుగల దేవుడు,shared_synset,unrelated,,Dhanya,,
B000209,ಕೂತಿರು,కూతురు,kūtiru,kūturu,Being fixed in one position,Brother's daughter,kn: ಒಂದು ಸ್ಥಾನದಲ್ಲಿ ಸ್ಥಿರವಾಗಿ ಇರುವುದು || te: తమ్ముడి కూతురు,form_similar,false_friend,,Dhanya,,
B000210,ಶುಕ,మరుతేజి,śuka,marutēji,"A bird that repeats human speech, especially a green one, is kept by people at home",A bird used for divination,"kn: ಮನುಷ್ಯರ ಮಾತುಗಳನ್ನು ಪುನರ್ ಉಚ್ಚರಿಸುವಂತಹ, ವಿಶೇಷವಾಗಿ ಹಸಿರು ಬಣ್ಣದ, ಒಂದು ಪಕ್ಷಿ ಅದನ್ನು ಜನರು ಮನೆಯಲ್ಲಿ ಸಾಕುತ್ತಾರೆ || te: జ్యోష్యం చెప్పడానికి ఉపయోగించుకునే పక్షి",shared_synset,unrelated,,Dhanya,,
B000211,ಪರಾಧೀನತೆ,ఆధీనత,parādhīnate,ādhīnata,The state or feeling of being subject to someone,To be subservient to others.,kn: ಯಾರದೋ ಅಧೀನತೆಗೆ ಒಳಗಾಗುವ ಸ್ಥಿತಿ ಅಥವಾ ಭಾವ || te: ఇతరుల క్రింద లోబడి ఉండుట.,shared_synset,unrelated,,Dhanya,,
B000212,ಕರ್ಮವಾಚಕ,కర్మవాచకము,karmavācaka,karmavācakamu,"One of the two distinctions of the word in grammar is the indicative of the word, which is the predominance of the verb that says something.",In grammar two differences are said to be one difference,kn: ವ್ಯಾಕರಣದಲ್ಲಿ ವಾಚ್ಯದ ಎರಡು ಭೇದದಲ್ಲಿ ಒಂದು ಅದು ಈ ಮಾತಿನ ಸೂಚಕವಾಗಿರುತ್ತದೆ ಅದು ಏನಾದರೊಂದನ್ನು ಹೇಳುವಂತಹ ಕರ್ಮದ ಪ್ರಧಾನತೆಯ ವಿಚಾರವಾಗಿರುತ್ತದೆ || te: వ్యాకరణంలో రెండు బేధాలను ఒక బేధంగా చెప్పేది,shared_synset,cognate,sanskrit,Dhanya,,
B000213,ಪ್ರಾಯಶ್ಚಿತ,ప్రాయశ్చిత్తము,prāyaścita,prāyaścittamu,If one commits any sinful deeds one does religious or good deeds to get rid of that dosha,To compensate for any sin,kn: ಯಾವುದೇ ಪಾಪ ಕಾರ್ಯಗಳನ್ನು ಮಾಡಿದರೆ ಆ ದೋಷದಿಂದ ಮುಕ್ತಿ ಪಡೆಯಲು ಧಾರ್ಮಿಕ ಅಥವಾ ಒಳ್ಳೆಯ ಕೆಲಸಗಳನ್ನು ಮಾಡುತ್ತಾರೆ || te: ఏదేని పాపమునకు పరిహారము చేసుకొనుట,shared_synset,cognate,sanskrit,Dhanya,,
B000214,ಭಾವನಿ,భావన,bhāvani,bhāvana,Shiva's wife,What comes to the mind from experience and memory,kn: ಶಿವನ ಹೆಂಡತಿ || te: అనుభవం మరియు స్మృతి నుండి మనసుకు కలిగేవి,form_similar,false_friend,,Dhanya,,
B000215,ಪರಿಶ್ರಮಿ,పరిశ్రమ,pariśrami,pariśrama,That money is given in the form of money or reward to those who have put in effort,A company that manufactures goods by machinery,kn: ಆ ಹಣವನ್ನು ಯಾರು ಪರಿಶ್ರಮವನ್ನು ಪಟ್ಟಿದ್ದಾರೋ ಅದರ ಬದಲಾಗಿ ಹಣದ ಅಥವಾ ಪಾರಿತೋಷಕದ ರೂಪದಲ್ಲಿ ನೀಡುತ್ತಾರೆ || te: యంత్రముల ద్వారా వస్తువులను తయారుచేసే సంస్థ,form_similar,false_friend,,Dhanya,,
B000216,ಚಿತ್ರಕಾರ,చిత్రకారుడు,citrakāra,citrakāruḍu,A person who paints,The one who draws the picture.,kn: ಚಿತ್ರ ಬಿಡಿಸುವ ವ್ಯಕ್ತಿ || te: చిత్రాన్ని గీసేవాడు.,shared_synset,cognate,sanskrit,Dhanya,,
B000217,ಪಿತೃವಿಹೀನನಾದ,నాన్నలేని,pitr̥vihīnanāda,nānnalēni,A child without a father,Being without a father.,kn: ತಂದೆಯಿಲ್ಲದ ಮಗು || te: తండ్రి లేకుండా ఉండుట.,shared_synset,unrelated,,Dhanya,,
B000218,ಆರಂಭದ,ఆరంభపు,āraṁbhada,āraṁbhapu,The first step to doing anything first is recognition,Time to start.,kn: ಯಾವುದನ್ನಾದರೂ ಮೊದಲು ಮಾಡುವ ಮೊದಲ ಹಂತವನ್ನು ಗುರುತಿಸುವುದು || te: మొదలుపెట్టు సమయం.,shared_synset,cognate,sanskrit,Dhanya,,
B000219,ಗೃಹಸ್ಥಾಶ್ರಮಿ,గృహస్థాశ్రం,gr̥hasthāśrami,gr̥hasthāśraṁ,A person in a homestay,One of the four virtues,kn: ಗೃಹಸ್ಥಾಶ್ರಮದಲ್ಲಿ ಇರುವ ವ್ಯಕ್ತಿ || te: చతుర్విధ ధర్మాలలో ఒకటి,form_similar,false_friend,,Dhanya,,
B000220,ತೃತೀಯೆ,తృతీయ,tr̥tīye,tr̥tīya,Third tithi of Shukla Paksha of lunar month,The third Tidhi in any part of the lunar month,kn: ಚಂದ್ರ ಮಾಸದ ಶುಕ್ಲ ಪಕ್ಷದ ಮೂರನೇ ತಿಥಿ || te: చంద్రమాసంలో ఏ పక్షంలో వచ్చే మూడవ తిధి,shared_synset,cognate,sanskrit,Dhanya,,
B000221,ಪೌರೋಹಿತ್ಯ,పురోహితుడు,paurōhitya,purōhituḍu,The work of the priesthood,The work of priests,kn: ಪೌರೋಹಿತ್ಯದ ಕೆಲಸ || te: పురోహితులు చేసే పని,shared_synset,cognate,sanskrit,Dhanya,,
B000222,ಕಾಣುವ,కాలువ,kāṇuva,kāluva,"Visible to the eye, worthy of being seen or able to be seen",A waterway dug to connect a river to another river,"kn: ಕಣ್ಣಿನ ದೃಷ್ಠಿಗೆ ಗೋಚರವಾಗಬಹುದಾದ, ನೋಡಲಿಕ್ಕೆ ಯೋಗ್ಯವಾದ ಅಥವಾ ನೋಡಲು ಸಾಧ್ಯವಾಗಬಹುದಾದ || te: నది నుండి ఇంకొక నదికి అనుసంధానించడానికి త్రవ్వే నీటిమార్గం",form_similar,false_friend,,Dhanya,,
B000223,ಕೃಪ,కృప,kr̥pa,kr̥pa,"The royal sage of the Kauravas, the son of sage Sharadvata, father-in-law of Ashwatthama, and fought on behalf of the Kauravas in the Mahabharata war.","When one man is sad, another man shows it","kn: ಕೌರವರ ರಾಜ ಋಷಿ, ಅಶ್ವಥಾಮನ ಮಾವ ಶರದ್ವತ ಋಷಿಗಳ ಪುತ್ರ ಮತ್ತು ಮಹಾಭಾರತದ ಯುದ್ಧದಲ್ಲಿ ಕೌರವವರ ಪರವಾಗಿ ಯುದ್ಧಮಾಡಿದರು || te: ఒక మనిషి దుఖః, భాధలో ఉన్నప్పుడు మరో మనిషి చూపించేది",form_similar,cognate,sanskrit,Dhanya,,
B000224,ಪ್ರದರ್ಶನಾಲಯ,ప్రదర్శనాస్థలము,pradarśanālaya,pradarśanāsthalamu,A place to display several items,Display area.,kn: ಹಲವಾರು ವಸ್ತುಗಳನ್ನು ಪ್ರದರ್ಶಿಸುವ ಸ್ಥಳ || te: ప్రదర్శించు ప్రదేశము.,shared_synset,cognate,sanskrit,Dhanya,,
B000225,ಪರಿಹಾರಸಾಧ್ಯವಾದಂತ,సారానిరోధము,parihārasādhyavādaṁta,sārānirōdhamu,Treatment is likely to relieve the disease or ailment,Drug Trafficking Act,,random,unrelated,,Dhanya,,
B000226,ಕಾಶ್ಮೀರ,కాశ్మీరి,kāśmīra,kāśmīri,A naturally beautiful hilly state in the northwest of India,Language spoken in Kashmir,kn: ಭಾರತದ ಉತ್ತರ ಪಶ್ಚಿಮಕ್ಕೆ ಇರುವ ಒಂದು ಬೆಟ್ಟಗುಡ್ಡಗಳ ಪ್ರಾಕೃತಿಕವಾಗಿ ಸುಂದರವಾದ ರಾಜ್ಯ || te: కాశ్మీర్ లో మాట్లాడే భాష,form_similar,cognate,sanskrit,Dhanya,,
B000227,ನವೀನ,నవీన,navīna,navīna,A state or feeling of being modern,A season formed by the months of Ashviyuja Kartika,kn: ಆಧುನಿಕತೆಯನ್ನು ಹೊಂದುವ ಅವಸ್ಥೆ ಅಥವಾ ಭಾವ || te: ఆశ్వీయుజ కార్తీక మాసములతో ఏర్పడు ఋతువు,form_similar,false_friend,,Dhanya,,
B000228,ಆಪು,ఆపు,āpu,āpu,A force that can be used to do any work,Stopping and pausing while talking.,kn: ಯಾವುದೇ ಕೆಲಸ ಮಾಡಲು ಉಪಯೋಗವಾಗುವ ಬಲ || te: మాట్లాడుతూ మాట్లాదుతూ ఆగి విరామం ఇవ్వడం.,form_similar,false_friend,,Dhanya,,
B000229,ನಿರಂತರವಾಗಿ,నిరంతరం,niraṁtaravāgi,niraṁtaraṁ,Doing something without a break,Being restless.,kn: ಬಿಡುವಿಲ್ಲದೆ ಏನನ್ನಾದರೂ ಮಾಡುವುದು || te: విరామం లేకుడా ఉండుట.,shared_synset,cognate,sanskrit,Dhanya,,
B000230,ಗದ್ದ,గ్రద్ద,gadda,gradda,The lower part of the lip is rounded and thick,A large bird that flies in the sky/ it likes meat,kn: ತುಟಿಯ ಕೆಳಭಾಗ ದುಂಡಗಿದ್ದು ಮತ್ತು ದಪ್ಪವಿರುವ ಭಾಗ || te: ఆకాశంలో ఎగిరే పెద్ద పక్షి/ అది మాంసాహారాన్ని ఇష్టపడుతుంది,form_similar,false_friend,,Dhanya,,
B000231,ಚಂದನ-ಕೇಶರ,విష్వక్సేనుడు,caṁdana-kēśara,viṣvaksēnuḍu,Sandalwood-colored,"According to the Hindu belief, the God of Dashavatars",,random,unrelated,,Dhanya,,
B000232,ಪ್ರಾಸ,పేరాస,prāsa,pērāsa,The sound relationship of the final letter of the verse is unity or union/regular characters occurring in the regular places of the verse.,Having more hope,kn: ಪದ್ಯದ ಅಂತಿಮ ಅಕ್ಷರದ ಧ್ವನಿ ಸಂಬಂಧ ಏಕತೆ ಅಥವಾ ಮಿಲನ/ಪದ್ಯದ ನಿಯತಸ್ಥಳಗಳಲ್ಲಿ ಬರುವ ನಿಯತಾಕ್ಷರ || te: ఎక్కువ ఆశ కల్గివుండటం,form_similar,false_friend,,Dhanya,,
B000233,ಮಗುರೀ,మగురా,magurī,magurā,There are spines on both sides of the jaw of this fish,The male fish in Magurifishes,kn: ಈ ಮೀನಿನ ದವಡೆಯ ಎರಡೂ ಕಡೆ ಒಂದೊಂದು ಮುಳ್ಳುಗಳಿರುತ್ತವೆ || te: మగురీచేపలలో మగచేప,form_similar,cognate,sanskrit,Dhanya,,
B000234,ಮೀನಾಕ್ಷಿ,గౌరి,mīnākṣi,gauri,Shiva's wife,Consort of Lord Shiva,kn: ಶಿವನ ಹೆಂಡತಿ || te: శివుడి యొక్క భార్య,shared_synset,unrelated,,Dhanya,,
B000235,ನೆಲೆಸಿರುವಿಕೆ,నిలయం,nelesiruvike,nilayaṁ,Dwelling or abode in any house or place,A useful place to live,kn: ಯಾವುದೇ ಒಂದು ಮನೆ ಅಥವಾ ಸ್ಥಳದಲ್ಲಿ ನೆಲೆಸಿರುವಿಕೆ ಅಥವಾ ವಾಸವಾಗಿರುವಿಕೆ || te: నివశించడానికి ఉపయోగపడే స్థలము,shared_synset,unrelated,,Dhanya,,
B000236,ದಂಡಸಂಹಿತೆ,తృతీయ,daṁḍasaṁhite,tr̥tīya,"In terms of offences, mainly the provisions of the law punishable by law",The third Tidhi in any part of the lunar month,,random,unrelated,,Dhanya,,
B000237,ಪಟ್ಟದರಸಿ,పట్టపురాణి,paṭṭadarasi,paṭṭapurāṇi,The principal paper of the king,Chief wife of the king,kn: ರಾಜನ ಪ್ರಧಾನವಾದ ಪತ್ರಿ || te: రాజుకి ప్రధాన భార్య,shared_synset,cognate,sanskrit,Dhanya,,
B000238,ಚಂದ್ರವಂಶ,చంద్రవంశం,caṁdravaṁśa,caṁdravaṁśaṁ,Kshatriyas are believed to be two famous and original lineages or lineages generated from Chandra,Two of the Kshatriya origin clans are famous or one of those clans is a Lunar clan,kn: ಕ್ಷತ್ರಿಯರ ಎರಡು ಪ್ರಸಿದ್ಧ ಮತ್ತು ಮೂಲ ವಂಶ ಅಥವಾ ಚಂದ್ರನಿಂದ ಉತ್ಪತ್ತಿಯಾದ ವಂಶ ಎಂದು ನಂಬಲಾಗಿದೆ || te: క్షత్రియుల మూల వంశాలలో రెండు ప్రసిద్ధమైన లేదా ఆ వంశాలలో ఒకటి చంద్రునికి సంబంధించిన ఒక వంశం,shared_synset,cognate,sanskrit,Dhanya,,
B000239,ಸೇಸಕ,లోపలిభాగం,sēsaka,lōpalibhāgaṁ,A sturdy cap made of metal to protect the scalp from injury,-An integral part of any place,,random,unrelated,,Dhanya,,
B000240,ಪರರ-ಆಶ್ರಯದಲ್ಲಿರುವಂತ,పెండ్లి,parara-āśrayadalliruvaṁta,peṁḍli,As if sheltering someone else,"A ceremony to determine a man or woman as husband and wife, according to religious principles or legally witnessed by society.",,random,unrelated,,Dhanya,,
B000241,ಅಧ್ಯಯನ,అధ్యయనం,adhyayana,adhyayanaṁ,Being open to further reading on any subject to know it in depth,The act of looking at a book or something written.,kn: ಯಾವುದೇ ವಿಷಯವನ್ನು ಆಳವಾಗಿ ತಿಳಿಯಲು ಆಯಾ ವಿಷಯದಲ್ಲಿ ಹೆಚ್ಚಿನ ಓದಿಗೆ ತೆರೆದುಕೊಳ್ಳುವುದು || te: పుస్తకము లేక ఏదేని వ్రాయబడిన విషయాన్ని చూసి చదివే క్రియ.,form_similar,false_friend,,Dhanya,,
B000242,ಆದರಣೆ,ఆదరణ,ādaraṇe,ādaraṇa,Discipline and courtesy/honest dealing,"When one man is sad, another man shows it","kn: ಶಿಸ್ತು ಮತ್ತು ಸೌಜನ್ಯ/ಪ್ರಾಮಾಣಿಕ ವ್ಯವಹಾರ || te: ఒక మనిషి దుఖః, భాధలో ఉన్నప్పుడు మరో మనిషి చూపించేది",form_similar,false_friend,,Dhanya,,
B000243,ಬಳಕೆಯಲ್ಲಿಲ್ಲದಂತಹ,వ్యవహారములోలేని,baḷakeyallilladaṁtaha,vyavahāramulōlēni,"What is not current, not in use or not current",Unadvertised,"kn: ಯಾವುದು ಪ್ರಚಲಿತವಲ್ಲವೋ, ಬಳಕೆಯಲ್ಲಿ ಇಲ್ಲವೋ ಅಥವಾ ಚಾಲ್ತಿಯಲ್ಲಿ ಇಲ್ಲವೋ || te: ప్రచారంలోలేని",shared_synset,unrelated,,Dhanya,,
B000244,ರಕ್ತನಾಳ,రక్తనాళం,raktanāḷa,raktanāḷaṁ,A vessel in the body that carries blood to the heart,A group of bodily or natural organs,kn: ಶರೀರದಲ್ಲಿ ರಕ್ತ ಹೃದಯಕ್ಕೆ ಸಾಗಿಸುವ ನಾಳ || te: శరీర లేదా సహజమైన అవయవాలకు సంబందించిన సమూహము,form_similar,cognate,sanskrit,Dhanya,,
B000245,ವ್ಯಾಪಾರಸ್ಥ,వ్యాపారస్థుడు,vyāpārastha,vyāpārasthuḍu,A business person,A seller of goods,kn: ವ್ಯಾಪಾರ ಮಾಡುವ ವ್ಯಕ್ತಿ || te: సరుకులను అమ్మేవాడు,shared_synset,cognate,sanskrit,Dhanya,,
B000246,ಗದ್ದೆ,గద్దె,gadde,gadde,Land or land fertile for growing any crop,A place designated for us to sit.,kn: ಯಾವುದೇ ಬೆಳೆಯನ್ನು ಬೆಳೆಯಲು ಫಲವತ್ತಾಗಿರುವ ನೆಲ ಅಥವಾ ಭೂಮಿ || te: కూర్చోడానికి మనకోసమే నిర్ణయించబడిన ఒక స్థానం.,form_similar,false_friend,,Dhanya,,
B000247,ದಂಶನ,దండన,daṁśana,daṁḍana,"Injuries caused by the bite or bite of poisonous animals like snakes, scorpions etc",Imposing on wrongdoers,"kn: ಹಾವು, ಕೊಂಡಿ ಚೇಳು ಮುಂತಾದ ವಿಷ ಜಂತುಗಳು ಕಚ್ಚಿದರೆ ಅಥವಾ ಕಡಿದಾಗ ಆಗುವ ಗಾಯ || te: తప్పు చేసిన వారికి విధించేది",form_similar,false_friend,,Dhanya,,
B000248,ಆಕರ್ಷಕ,ఆకర్షణ,ākarṣaka,ākarṣaṇa,Someone who is attractive to look at or has a beautiful face,Like it when you see it,kn: ಯಾರೋ ಒಬ್ಬರು ನೋಡಲು ಆಕರ್ಷಿಕವಾಗಿ ಇರುವ ಅಥವಾ ಮುಖ ಸುಂದರವಾಗಿರುವ || te: చూడగానే నచ్చడం,form_similar,cognate,sanskrit,Dhanya,,
B000249,ಪಂಚೆ,పంచె,paṁce,paṁce,A loose garment wrapped around the waist to cover from the waist to just below the knee,A garment mostly worn by men in South India,kn: ಸೊಂಟದಿಂದ ಮೊಣಕಾಲಿನ ಕೆಳಗಿನವರೆಗೂ ಮುಚ್ಚಿಕೊಳ್ಳಲು ಸೊಂಟಕ್ಕೆ ಸುತ್ತಿಕೊಂಡು ತೊಟ್ಟಿಕೊಳ್ಳುವ ಒಂದು ವಿರೋಚಿತವಾದ ಬಟ್ಟೆ || te: దక్షిణ భారతదేశంలో పురుషులు అధికంగా ధరించే వస్త్రం,form_similar,cognate,sanskrit,Dhanya,,
B000250,ಡ್ರೈವರ್,డ్రైవరు,ḍraivar,ḍraivaru,A person who drives any vehicle etc,A leather worker for any vehicle.,kn: ಯಾವುದೇ ವಾಹನ ಮುಂತಾದವುಗಳನ್ನು ಚಾಲನೆ ಮಾಡುವವ || te: ఏదైన వాహనాన్ని తోలువాడు.,shared_synset,cognate,other_borrowing,Dhanya,,
B000251,ಕೈಬಟ್ಟೆ,తువ్వాలు,kaibaṭṭe,tuvvālu,A big thick cloth comes in handy for wiping the body etc,A cloth used for wiping,kn: ಒಂದು ದೊಡ್ಡ ದಪ್ಪವಾದ ಬಟ್ಟೆಯು ಶರೀರ ಮುಂತಾದವುಗಳನ್ನು ಒರೆಸಲು ಕೆಲಸಕ್ಕೆ ಬರುವುದು || te: తుడుచుకోవడానికి ఉపయోగించే వస్త్రం,shared_synset,unrelated,,Dhanya,,
B000252,ಮಹಾನಗರದ,మహానగరం,mahānagarada,mahānagaraṁ,Of or pertaining to a metropolis,A very big city.,kn: ಮಹಾನಗರಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ಅಥವಾ ಮಹಾನಗರದ || te: చాలా పెద్ద నగరం.,form_similar,cognate,sanskrit,Dhanya,,
B000253,ಶುದ್ಧೀಕರಣ,శుద్దీకరణ,śuddhīkaraṇa,śuddīkaraṇa,The state or feeling of being cleansed,The act of purifying.,kn: ಸ್ವಚ್ಚವಾಗುವ ಅವಸ್ಥೆ ಅಥವಾ ಭಾವ || te: శుద్దపరచే క్రియ.,form_similar,cognate,sanskrit,Dhanya,,
B000254,ಹಸ್ತಾಕ್ಷರಮಾಡಿದ,హస్తాక్షరాలుగల,hastākṣaramāḍida,hastākṣarālugala,A handwritten signature or inscription,having hair,kn: ಕೈ ಬರಹದ ಸಹಿ ಅಥವಾ ಬರಹ ಇರುವಂತಹದ್ದು || te: చేవ్రాలు కలిగిన.,shared_synset,false_friend,,Dhanya,,
B000255,ಗೆಳೆತನ,సావాసం,geḷetana,sāvāsaṁ,Reciprocity found among peers,Non blood related,kn: ಗೆಳೆಯರ ಮಧ್ಯದಲ್ಲಿ ಕಂಡುಬರುವ ಪರಸ್ಪರ ಸಂಬಂಧ || te: రక్తసంబంధం కానిది,shared_synset,unrelated,,Dhanya,,
B000256,ಮಿಥವ್ಯಯ,పరికరాలు,mithavyaya,parikarālu,Using money or any consumables very carefully and sparingly,Used to make or operate something.,,random,unrelated,,Dhanya,,
B000257,ಪ್ರಾಕೃತ,ప్రాకృతము,prākr̥ta,prākr̥tamu,An ancient language of conversation or conversation,An ancient colloquial language,kn: ಸಂಭಾಷಣೆ ಅಥವಾ ಮಾತುಕತೆಯ ಒಂದು ಪ್ರಾಚೀನ ಭಾಷೆ || te: ఒక ప్రాచీన వ్యావహారిక భాష,shared_synset,cognate,sanskrit,Dhanya,,
B000258,ವೈಟಮೀನು,విటమిన్లు,vaiṭamīnu,viṭaminlu,A type of nutrient found in food,The nutritional value of the food we eat.,kn: ಭೋಜನ ಪದಾರ್ಥದಲ್ಲಿ ದೊರೆಯುವಂತಹ ಒಂದು ಪ್ರಕಾರದ  ಪೋಷಕ ತತ್ವ || te: మనం తినే ఆహారంలో ఉండే పోషక విలువలు.,shared_synset,cognate,other_borrowing,Dhanya,,
B000259,ಯುದ್ಧ-ಮಾಡು,ప్రజ్ఞావంతులైన,yuddha-māḍu,prajñāvaṁtulaina,Making war or the process of making war even when not wanted,Wise ones,,random,unrelated,,Dhanya,,
B000260,ತೊಂಬತ್ತೆರಡು,తొంబైరెండు,toṁbatteraḍu,toṁbaireṁḍu,The sum of ninety and two in arithmetic,A number that can be added to Tombai in the calculation.,kn: ಗಣತಿಯಲ್ಲಿ ತೊಂಬತ್ತು ಮತ್ತು ಎರಡನ್ನು ಸೇರಿಸಿದರೆ ಆಗುವ ಮೊತ್ತ || te: లెక్కలో తోంబైకి రెండు చేర్చగా వచ్చు సంఖ్య.,shared_synset,cognate,inherited,Dhanya,,
B000261,ಜರ್ನಾಧನ,దామోధరుడు,jarnādhana,dāmōdharuḍu,"According to Hindus, there is only one God who sustains creation","According to the Hindu belief, the God of Dashavatars",kn: ಹಿಂಧೂಗಳ ಪ್ರಕಾರ  ಸೃಷ್ಟಿಯನ್ನು ಪಾಲನೆ ಮಾಡುತ್ತಿರುವುದು ಒಬ್ಬನೇ ದೇವರು || te: హిందువుల విశ్వాసం ప్రకారం దశావతారాలుగల దేవుడు,shared_synset,unrelated,,Dhanya,,
B000262,ಯುವಕ,యువకుడు,yuvaka,yuvakuḍu,Boys from seventeen to thirty-five years of age,Male between 16 to 35 years of age.,kn: ಹದಿನೇಳರಿಂದ ಮೂವತ್ತೈದು ವರ್ಷದ ಹುಡುಗರು || te: 16 నుంచి 35 సంవత్సరాల వయస్సు గల పురుషుడు.,shared_synset,cognate,sanskrit,Dhanya,,
B000263,ತವಡು,తవుడు,tavaḍu,tavuḍu,"Husk removed from grain like wheat, rice etc",Crushing of grains and crops,"kn: ಗೋಧಿ, ಭತ್ತ ಮುಂತಾದ ಧಾನ್ಯವನ್ನು ಬೀಸಿ ತೆಗೆದ ಸಿಪ್ಪೆ || te: ధాన్యాలపైగల మరియు పంటల యొక్క చూర్ణము",form_similar,cognate,inherited,Dhanya,,
B000264,ಪೋಣಿಸು,జతచేయు,pōṇisu,jatacēyu,Threading the eye of the needle,Attaching the thread to the needle,kn: ಸೂಜಿಯ ಕಣ್ಣಿಗೆ ದಾರವನ್ನು ಹಾಕುವುದು || te: సూదికి దారాన్ని జతచేయడం,shared_synset,unrelated,,Dhanya,,
B000265,ನಯನ,నయనూ,nayana,nayanū,"A sense that gives animals awareness of form, color, width, or shape from that sense",A kind of thin cloth,"kn: ಆ ಇಂದ್ರಿಯದಿಂದ ಪ್ರಾಣಿಗಳಿಗೆ ರೂಪ, ಬಣ್ಣ ಅಗಲ ಅಥವಾ ಆಕಾರದ ಬಗೆಗೆ ಅರಿವನ್ನು ನೀಡುವಂತಹ ಇಂದ್ರಿಯ || te: ఒక రకమైన సన్నని వస్త్రం",form_similar,false_friend,,Dhanya,,
B000266,ನಕಲು,నగలు,nakalu,nagalu,Copies of books or newspapers,These are worn by women for decoration,kn: ಪುಸ್ತಕ ಅಥವಾ ದಿನಪತ್ರಿಕೆಗಳ ಪ್ರತಿ || te: వీటిని స్త్రీలు అలంకరణ కోసం ధరిస్తారు,form_similar,false_friend,,Dhanya,,
B000267,ಶಾಸನಬದ್ಧವಾದಂತಹ,నియమానుసారమైన,śāsanabaddhavādaṁtaha,niyamānusāramaina,Legally appropriate,The rule of law is appropriate,kn: ಶಾಸಾನದಿಂದ ಯುಕ್ತವಾದ || te: నియమ పాలన యుక్తమైన,shared_synset,unrelated,,Dhanya,,
B000268,ದಿನ,దివసం,dina,divasaṁ,The time from sunrise to sunset,The time from sunrise to sunset,kn: ಸೂರ್ಯೋದಯದಿಂದ ಸೂರ್ಯಾಸ್ಥದ ವರೆಗಿನ ಸಮಯ || te: సూర్యుడు ఉదయించిన దగ్గర నుండి అస్తమించేంత వరకు ఉండే సమయం,shared_synset,unrelated,,Dhanya,,
