pair_id,kn_word,te_word,kn_iso,te_iso,synset_id,gloss,candidate_source,label,origin,annotator,notes,en_kn,en_te,needs_gloss
B000210,ಶುಕ,మరుతేజి,śuka,marutēji,4439,"kn: ಮನುಷ್ಯರ ಮಾತುಗಳನ್ನು ಪುನರ್ ಉಚ್ಚರಿಸುವಂತಹ, ವಿಶೇಷವಾಗಿ ಹಸಿರು ಬಣ್ಣದ, ಒಂದು ಪಕ್ಷಿ ಅದನ್ನು ಜನರು ಮನೆಯಲ್ಲಿ ಸಾಕುತ್ತಾರೆ || te: జ్యోష్యం చెప్పడానికి ఉపయోగించుకునే పక్షి",shared_synset,,,,,"A bird that repeats human speech, especially a green one, is kept by people at home",A bird used for divination,false
B000211,ಪರಾಧೀನತೆ,ఆధీనత,parādhīnate,ādhīnata,2777,kn: ಯಾರದೋ ಅಧೀನತೆಗೆ ಒಳಗಾಗುವ ಸ್ಥಿತಿ ಅಥವಾ ಭಾವ || te: ఇతరుల క్రింద లోబడి ఉండుట.,shared_synset,,,,,The state or feeling of being subject to someone,To be subservient to others.,false
B000212,ಕರ್ಮವಾಚಕ,కర్మవాచకము,karmavācaka,karmavācakamu,8622,kn: ವ್ಯಾಕರಣದಲ್ಲಿ ವಾಚ್ಯದ ಎರಡು ಭೇದದಲ್ಲಿ ಒಂದು ಅದು ಈ ಮಾತಿನ ಸೂಚಕವಾಗಿರುತ್ತದೆ ಅದು ಏನಾದರೊಂದನ್ನು ಹೇಳುವಂತಹ ಕರ್ಮದ ಪ್ರಧಾನತೆಯ ವಿಚಾರವಾಗಿರುತ್ತದೆ || te: వ్యాకరణంలో రెండు బేధాలను ఒక బేధంగా చెప్పేది,shared_synset,,,,,"One of the two distinctions of the word in grammar is the indicative of the word, which is the predominance of the verb that says something.",In grammar two differences are said to be one difference,false
B000213,ಪ್ರಾಯಶ್ಚಿತ,ప్రాయశ్చిత్తము,prāyaścita,prāyaścittamu,9511,kn: ಯಾವುದೇ ಪಾಪ ಕಾರ್ಯಗಳನ್ನು ಮಾಡಿದರೆ ಆ ದೋಷದಿಂದ ಮುಕ್ತಿ ಪಡೆಯಲು ಧಾರ್ಮಿಕ ಅಥವಾ ಒಳ್ಳೆಯ ಕೆಲಸಗಳನ್ನು ಮಾಡುತ್ತಾರೆ || te: ఏదేని పాపమునకు పరిహారము చేసుకొనుట,shared_synset,,,,,If one commits any sinful deeds one does religious or good deeds to get rid of that dosha,To compensate for any sin,false
B000214,ಭಾವನಿ,భావన,bhāvani,bhāvana,,kn: ಶಿವನ ಹೆಂಡತಿ || te: అనుభవం మరియు స్మృతి నుండి మనసుకు కలిగేవి,form_similar,,,,,Shiva's wife,What comes to the mind from experience and memory,false
B000215,ಪರಿಶ್ರಮಿ,పరిశ్రమ,pariśrami,pariśrama,,kn: ಆ ಹಣವನ್ನು ಯಾರು ಪರಿಶ್ರಮವನ್ನು ಪಟ್ಟಿದ್ದಾರೋ ಅದರ ಬದಲಾಗಿ ಹಣದ ಅಥವಾ ಪಾರಿತೋಷಕದ ರೂಪದಲ್ಲಿ ನೀಡುತ್ತಾರೆ || te: యంత్రముల ద్వారా వస్తువులను తయారుచేసే సంస్థ,form_similar,,,,,That money is given in the form of money or reward to those who have put in effort,A company that manufactures goods by machinery,false
B000216,ಚಿತ್ರಕಾರ,చిత్రకారుడు,citrakāra,citrakāruḍu,10865,kn: ಚಿತ್ರ ಬಿಡಿಸುವ ವ್ಯಕ್ತಿ || te: చిత్రాన్ని గీసేవాడు.,shared_synset,,,,,A person who paints,The one who draws the picture.,false
B000217,ಪಿತೃವಿಹೀನನಾದ,నాన్నలేని,pitr̥vihīnanāda,nānnalēni,37,kn: ತಂದೆಯಿಲ್ಲದ ಮಗು || te: తండ్రి లేకుండా ఉండుట.,shared_synset,,,,,A child without a father,Being without a father.,false
B000218,ಆರಂಭದ,ఆరంభపు,āraṁbhada,āraṁbhapu,934,kn: ಯಾವುದನ್ನಾದರೂ ಮೊದಲು ಮಾಡುವ ಮೊದಲ ಹಂತವನ್ನು ಗುರುತಿಸುವುದು || te: మొదలుపెట్టు సమయం.,shared_synset,,,,,The first step to doing anything first is recognition,Time to start.,false
B000219,ಗೃಹಸ್ಥಾಶ್ರಮಿ,గృహస్థాశ్రం,gr̥hasthāśrami,gr̥hasthāśraṁ,,kn: ಗೃಹಸ್ಥಾಶ್ರಮದಲ್ಲಿ ಇರುವ ವ್ಯಕ್ತಿ || te: చతుర్విధ ధర్మాలలో ఒకటి,form_similar,,,,,A person in a homestay,One of the four virtues,false
B000220,ತೃತೀಯೆ,తృతీయ,tr̥tīye,tr̥tīya,812,kn: ಚಂದ್ರ ಮಾಸದ ಶುಕ್ಲ ಪಕ್ಷದ ಮೂರನೇ ತಿಥಿ || te: చంద్రమాసంలో ఏ పక్షంలో వచ్చే మూడవ తిధి,shared_synset,,,,,Third tithi of Shukla Paksha of lunar month,The third Tidhi in any part of the lunar month,false
B000221,ಪೌರೋಹಿತ್ಯ,పురోహితుడు,paurōhitya,purōhituḍu,9471,kn: ಪೌರೋಹಿತ್ಯದ ಕೆಲಸ || te: పురోహితులు చేసే పని,shared_synset,,,,,The work of the priesthood,The work of priests,false
B000222,ಕಾಣುವ,కాలువ,kāṇuva,kāluva,,"kn: ಕಣ್ಣಿನ ದೃಷ್ಠಿಗೆ ಗೋಚರವಾಗಬಹುದಾದ, ನೋಡಲಿಕ್ಕೆ ಯೋಗ್ಯವಾದ ಅಥವಾ ನೋಡಲು ಸಾಧ್ಯವಾಗಬಹುದಾದ || te: నది నుండి ఇంకొక నదికి అనుసంధానించడానికి త్రవ్వే నీటిమార్గం",form_similar,,,,,"Visible to the eye, worthy of being seen or able to be seen",A waterway dug to connect a river to another river,false
B000223,ಕೃಪ,కృప,kr̥pa,kr̥pa,,"kn: ಕೌರವರ ರಾಜ ಋಷಿ, ಅಶ್ವಥಾಮನ ಮಾವ ಶರದ್ವತ ಋಷಿಗಳ ಪುತ್ರ ಮತ್ತು ಮಹಾಭಾರತದ ಯುದ್ಧದಲ್ಲಿ ಕೌರವವರ ಪರವಾಗಿ ಯುದ್ಧಮಾಡಿದರು || te: ఒక మనిషి దుఖః, భాధలో ఉన్నప్పుడు మరో మనిషి చూపించేది",form_similar,,,,,"The royal sage of the Kauravas, the son of sage Sharadvata, father-in-law of Ashwatthama, and fought on behalf of the Kauravas in the Mahabharata war.","When one man is sad, another man shows it",false
B000224,ಪ್ರದರ್ಶನಾಲಯ,ప్రదర్శనాస్థలము,pradarśanālaya,pradarśanāsthalamu,6969,kn: ಹಲವಾರು ವಸ್ತುಗಳನ್ನು ಪ್ರದರ್ಶಿಸುವ ಸ್ಥಳ || te: ప్రదర్శించు ప్రదేశము.,shared_synset,,,,,A place to display several items,Display area.,false
B000225,ಪರಿಹಾರಸಾಧ್ಯವಾದಂತ,సారానిరోధము,parihārasādhyavādaṁta,sārānirōdhamu,,,random,,,,,Treatment is likely to relieve the disease or ailment,Drug Trafficking Act,false
B000226,ಕಾಶ್ಮೀರ,కాశ్మీరి,kāśmīra,kāśmīri,,kn: ಭಾರತದ ಉತ್ತರ ಪಶ್ಚಿಮಕ್ಕೆ ಇರುವ ಒಂದು ಬೆಟ್ಟಗುಡ್ಡಗಳ ಪ್ರಾಕೃತಿಕವಾಗಿ ಸುಂದರವಾದ ರಾಜ್ಯ || te: కాశ్మీర్ లో మాట్లాడే భాష,form_similar,,,,,A naturally beautiful hilly state in the northwest of India,Language spoken in Kashmir,false
B000227,ನವೀನ,నవీన,navīna,navīna,,kn: ಆಧುನಿಕತೆಯನ್ನು ಹೊಂದುವ ಅವಸ್ಥೆ ಅಥವಾ ಭಾವ || te: ఆశ్వీయుజ కార్తీక మాసములతో ఏర్పడు ఋతువు,form_similar,,,,,A state or feeling of being modern,A season formed by the months of Ashviyuja Kartika,false
B000228,ಆಪು,ఆపు,āpu,āpu,,kn: ಯಾವುದೇ ಕೆಲಸ ಮಾಡಲು ಉಪಯೋಗವಾಗುವ ಬಲ || te: మాట్లాడుతూ మాట్లాదుతూ ఆగి విరామం ఇవ్వడం.,form_similar,,,,,A force that can be used to do any work,Stopping and pausing while talking.,false
B000229,ನಿರಂತರವಾಗಿ,నిరంతరం,niraṁtaravāgi,niraṁtaraṁ,1452,kn: ಬಿಡುವಿಲ್ಲದೆ ಏನನ್ನಾದರೂ ಮಾಡುವುದು || te: విరామం లేకుడా ఉండుట.,shared_synset,,,,,Doing something without a break,Being restless.,false
B000230,ಗದ್ದ,గ్రద్ద,gadda,gradda,,kn: ತುಟಿಯ ಕೆಳಭಾಗ ದುಂಡಗಿದ್ದು ಮತ್ತು ದಪ್ಪವಿರುವ ಭಾಗ || te: ఆకాశంలో ఎగిరే పెద్ద పక్షి/ అది మాంసాహారాన్ని ఇష్టపడుతుంది,form_similar,,,,,The lower part of the lip is rounded and thick,A large bird that flies in the sky/ it likes meat,false
B000231,ಚಂದನ-ಕೇಶರ,విష్వక్సేనుడు,caṁdana-kēśara,viṣvaksēnuḍu,,,random,,,,,Sandalwood-colored,"According to the Hindu belief, the God of Dashavatars",false
B000232,ಪ್ರಾಸ,పేరాస,prāsa,pērāsa,,kn: ಪದ್ಯದ ಅಂತಿಮ ಅಕ್ಷರದ ಧ್ವನಿ ಸಂಬಂಧ ಏಕತೆ ಅಥವಾ ಮಿಲನ/ಪದ್ಯದ ನಿಯತಸ್ಥಳಗಳಲ್ಲಿ ಬರುವ ನಿಯತಾಕ್ಷರ || te: ఎక్కువ ఆశ కల్గివుండటం,form_similar,,,,,The sound relationship of the final letter of the verse is unity or union/regular characters occurring in the regular places of the verse.,Having more hope,false
B000233,ಮಗುರೀ,మగురా,magurī,magurā,,kn: ಈ ಮೀನಿನ ದವಡೆಯ ಎರಡೂ ಕಡೆ ಒಂದೊಂದು ಮುಳ್ಳುಗಳಿರುತ್ತವೆ || te: మగురీచేపలలో మగచేప,form_similar,,,,,There are spines on both sides of the jaw of this fish,The male fish in Magurifishes,false
B000234,ಮೀನಾಕ್ಷಿ,గౌరి,mīnākṣi,gauri,2190,kn: ಶಿವನ ಹೆಂಡತಿ || te: శివుడి యొక్క భార్య,shared_synset,,,,,Shiva's wife,Consort of Lord Shiva,false
B000235,ನೆಲೆಸಿರುವಿಕೆ,నిలయం,nelesiruvike,nilayaṁ,2761,kn: ಯಾವುದೇ ಒಂದು ಮನೆ ಅಥವಾ ಸ್ಥಳದಲ್ಲಿ ನೆಲೆಸಿರುವಿಕೆ ಅಥವಾ ವಾಸವಾಗಿರುವಿಕೆ || te: నివశించడానికి ఉపయోగపడే స్థలము,shared_synset,,,,,Dwelling or abode in any house or place,A useful place to live,false
B000236,ದಂಡಸಂಹಿತೆ,తృతీయ,daṁḍasaṁhite,tr̥tīya,,,random,,,,,"In terms of offences, mainly the provisions of the law punishable by law",The third Tidhi in any part of the lunar month,false
B000237,ಪಟ್ಟದರಸಿ,పట్టపురాణి,paṭṭadarasi,paṭṭapurāṇi,1745,kn: ರಾಜನ ಪ್ರಧಾನವಾದ ಪತ್ರಿ || te: రాజుకి ప్రధాన భార్య,shared_synset,,,,,The principal paper of the king,Chief wife of the king,false
B000238,ಚಂದ್ರವಂಶ,చంద్రవంశం,caṁdravaṁśa,caṁdravaṁśaṁ,220,kn: ಕ್ಷತ್ರಿಯರ ಎರಡು ಪ್ರಸಿದ್ಧ ಮತ್ತು ಮೂಲ ವಂಶ ಅಥವಾ ಚಂದ್ರನಿಂದ ಉತ್ಪತ್ತಿಯಾದ ವಂಶ ಎಂದು ನಂಬಲಾಗಿದೆ || te: క్షత్రియుల మూల వంశాలలో రెండు ప్రసిద్ధమైన లేదా ఆ వంశాలలో ఒకటి చంద్రునికి సంబంధించిన ఒక వంశం,shared_synset,,,,,Kshatriyas are believed to be two famous and original lineages or lineages generated from Chandra,Two of the Kshatriya origin clans are famous or one of those clans is a Lunar clan,false
B000239,ಸೇಸಕ,లోపలిభాగం,sēsaka,lōpalibhāgaṁ,,,random,,,,,A sturdy cap made of metal to protect the scalp from injury,-An integral part of any place,false
B000240,ಪರರ-ಆಶ್ರಯದಲ್ಲಿರುವಂತ,పెండ్లి,parara-āśrayadalliruvaṁta,peṁḍli,,,random,,,,,As if sheltering someone else,"A ceremony to determine a man or woman as husband and wife, according to religious principles or legally witnessed by society.",false
B000241,ಅಧ್ಯಯನ,అధ్యయనం,adhyayana,adhyayanaṁ,,kn: ಯಾವುದೇ ವಿಷಯವನ್ನು ಆಳವಾಗಿ ತಿಳಿಯಲು ಆಯಾ ವಿಷಯದಲ್ಲಿ ಹೆಚ್ಚಿನ ಓದಿಗೆ ತೆರೆದುಕೊಳ್ಳುವುದು || te: పుస్తకము లేక ఏదేని వ్రాయబడిన విషయాన్ని చూసి చదివే క్రియ.,form_similar,,,,,Being open to further reading on any subject to know it in depth,The act of looking at a book or something written.,false
B000242,ಆದರಣೆ,ఆదరణ,ādaraṇe,ādaraṇa,,"kn: ಶಿಸ್ತು ಮತ್ತು ಸೌಜನ್ಯ/ಪ್ರಾಮಾಣಿಕ ವ್ಯವಹಾರ || te: ఒక మనిషి దుఖః, భాధలో ఉన్నప్పుడు మరో మనిషి చూపించేది",form_similar,,,,,Discipline and courtesy/honest dealing,"When one man is sad, another man shows it",false
B000243,ಬಳಕೆಯಲ್ಲಿಲ್ಲದಂತಹ,వ్యవహారములోలేని,baḷakeyallilladaṁtaha,vyavahāramulōlēni,28,"kn: ಯಾವುದು ಪ್ರಚಲಿತವಲ್ಲವೋ, ಬಳಕೆಯಲ್ಲಿ ಇಲ್ಲವೋ ಅಥವಾ ಚಾಲ್ತಿಯಲ್ಲಿ ಇಲ್ಲವೋ || te: ప్రచారంలోలేని",shared_synset,,,,,"What is not current, not in use or not current",Unadvertised,false
B000244,ರಕ್ತನಾಳ,రక్తనాళం,raktanāḷa,raktanāḷaṁ,,kn: ಶರೀರದಲ್ಲಿ ರಕ್ತ ಹೃದಯಕ್ಕೆ ಸಾಗಿಸುವ ನಾಳ || te: శరీర లేదా సహజమైన అవయవాలకు సంబందించిన సమూహము,form_similar,,,,,A vessel in the body that carries blood to the heart,A group of bodily or natural organs,false
B000245,ವ್ಯಾಪಾರಸ್ಥ,వ్యాపారస్థుడు,vyāpārastha,vyāpārasthuḍu,1602,kn: ವ್ಯಾಪಾರ ಮಾಡುವ ವ್ಯಕ್ತಿ || te: సరుకులను అమ్మేవాడు,shared_synset,,,,,A business person,A seller of goods,false
B000246,ಗದ್ದೆ,గద్దె,gadde,gadde,,kn: ಯಾವುದೇ ಬೆಳೆಯನ್ನು ಬೆಳೆಯಲು ಫಲವತ್ತಾಗಿರುವ ನೆಲ ಅಥವಾ ಭೂಮಿ || te: కూర్చోడానికి మనకోసమే నిర్ణయించబడిన ఒక స్థానం.,form_similar,,,,,Land or land fertile for growing any crop,A place designated for us to sit.,false
B000247,ದಂಶನ,దండన,daṁśana,daṁḍana,,"kn: ಹಾವು, ಕೊಂಡಿ ಚೇಳು ಮುಂತಾದ ವಿಷ ಜಂತುಗಳು ಕಚ್ಚಿದರೆ ಅಥವಾ ಕಡಿದಾಗ ಆಗುವ ಗಾಯ || te: తప్పు చేసిన వారికి విధించేది",form_similar,,,,,"Injuries caused by the bite or bite of poisonous animals like snakes, scorpions etc",Imposing on wrongdoers,false
B000248,ಆಕರ್ಷಕ,ఆకర్షణ,ākarṣaka,ākarṣaṇa,,kn: ಯಾರೋ ಒಬ್ಬರು ನೋಡಲು ಆಕರ್ಷಿಕವಾಗಿ ಇರುವ ಅಥವಾ ಮುಖ ಸುಂದರವಾಗಿರುವ || te: చూడగానే నచ్చడం,form_similar,,,,,Someone who is attractive to look at or has a beautiful face,Like it when you see it,false
B000249,ಪಂಚೆ,పంచె,paṁce,paṁce,,kn: ಸೊಂಟದಿಂದ ಮೊಣಕಾಲಿನ ಕೆಳಗಿನವರೆಗೂ ಮುಚ್ಚಿಕೊಳ್ಳಲು ಸೊಂಟಕ್ಕೆ ಸುತ್ತಿಕೊಂಡು ತೊಟ್ಟಿಕೊಳ್ಳುವ ಒಂದು ವಿರೋಚಿತವಾದ ಬಟ್ಟೆ || te: దక్షిణ భారతదేశంలో పురుషులు అధికంగా ధరించే వస్త్రం,form_similar,,,,,A loose garment wrapped around the waist to cover from the waist to just below the knee,A garment mostly worn by men in South India,false
B000250,ಡ್ರೈವರ್,డ్రైవరు,ḍraivar,ḍraivaru,1067,kn: ಯಾವುದೇ ವಾಹನ ಮುಂತಾದವುಗಳನ್ನು ಚಾಲನೆ ಮಾಡುವವ || te: ఏదైన వాహనాన్ని తోలువాడు.,shared_synset,,,,,A person who drives any vehicle etc,A leather worker for any vehicle.,false
B000251,ಕೈಬಟ್ಟೆ,తువ్వాలు,kaibaṭṭe,tuvvālu,2017,kn: ಒಂದು ದೊಡ್ಡ ದಪ್ಪವಾದ ಬಟ್ಟೆಯು ಶರೀರ ಮುಂತಾದವುಗಳನ್ನು ಒರೆಸಲು ಕೆಲಸಕ್ಕೆ ಬರುವುದು || te: తుడుచుకోవడానికి ఉపయోగించే వస్త్రం,shared_synset,,,,,A big thick cloth comes in handy for wiping the body etc,A cloth used for wiping,false
B000252,ಮಹಾನಗರದ,మహానగరం,mahānagarada,mahānagaraṁ,,kn: ಮಹಾನಗರಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ಅಥವಾ ಮಹಾನಗರದ || te: చాలా పెద్ద నగరం.,form_similar,,,,,Of or pertaining to a metropolis,A very big city.,false
B000253,ಶುದ್ಧೀಕರಣ,శుద్దీకరణ,śuddhīkaraṇa,śuddīkaraṇa,,kn: ಸ್ವಚ್ಚವಾಗುವ ಅವಸ್ಥೆ ಅಥವಾ ಭಾವ || te: శుద్దపరచే క్రియ.,form_similar,,,,,The state or feeling of being cleansed,The act of purifying.,false
B000254,ಹಸ್ತಾಕ್ಷರಮಾಡಿದ,హస్తాక్షరాలుగల,hastākṣaramāḍida,hastākṣarālugala,1948,kn: ಕೈ ಬರಹದ ಸಹಿ ಅಥವಾ ಬರಹ ಇರುವಂತಹದ್ದು || te: చేవ్రాలు కలిగిన.,shared_synset,,,,,A handwritten signature or inscription,having hair,false
B000255,ಗೆಳೆತನ,సావాసం,geḷetana,sāvāsaṁ,720,kn: ಗೆಳೆಯರ ಮಧ್ಯದಲ್ಲಿ ಕಂಡುಬರುವ ಪರಸ್ಪರ ಸಂಬಂಧ || te: రక్తసంబంధం కానిది,shared_synset,,,,,Reciprocity found among peers,Non blood related,false
B000256,ಮಿಥವ್ಯಯ,పరికరాలు,mithavyaya,parikarālu,,,random,,,,,Using money or any consumables very carefully and sparingly,Used to make or operate something.,false
B000257,ಪ್ರಾಕೃತ,ప్రాకృతము,prākr̥ta,prākr̥tamu,9510,kn: ಸಂಭಾಷಣೆ ಅಥವಾ ಮಾತುಕತೆಯ ಒಂದು ಪ್ರಾಚೀನ ಭಾಷೆ || te: ఒక ప్రాచీన వ్యావహారిక భాష,shared_synset,,,,,An ancient language of conversation or conversation,An ancient colloquial language,false
B000258,ವೈಟಮೀನು,విటమిన్లు,vaiṭamīnu,viṭaminlu,15,kn: ಭೋಜನ ಪದಾರ್ಥದಲ್ಲಿ ದೊರೆಯುವಂತಹ ಒಂದು ಪ್ರಕಾರದ  ಪೋಷಕ ತತ್ವ || te: మనం తినే ఆహారంలో ఉండే పోషక విలువలు.,shared_synset,,,,,A type of nutrient found in food,The nutritional value of the food we eat.,false
B000259,ಯುದ್ಧ-ಮಾಡು,ప్రజ్ఞావంతులైన,yuddha-māḍu,prajñāvaṁtulaina,,,random,,,,,Making war or the process of making war even when not wanted,Wise ones,false
B000260,ತೊಂಬತ್ತೆರಡು,తొంబైరెండు,toṁbatteraḍu,toṁbaireṁḍu,4040,kn: ಗಣತಿಯಲ್ಲಿ ತೊಂಬತ್ತು ಮತ್ತು ಎರಡನ್ನು ಸೇರಿಸಿದರೆ ಆಗುವ ಮೊತ್ತ || te: లెక్కలో తోంబైకి రెండు చేర్చగా వచ్చు సంఖ్య.,shared_synset,,,,,The sum of ninety and two in arithmetic,A number that can be added to Tombai in the calculation.,false
B000261,ಜರ್ನಾಧನ,దామోధరుడు,jarnādhana,dāmōdharuḍu,2185,kn: ಹಿಂಧೂಗಳ ಪ್ರಕಾರ  ಸೃಷ್ಟಿಯನ್ನು ಪಾಲನೆ ಮಾಡುತ್ತಿರುವುದು ಒಬ್ಬನೇ ದೇವರು || te: హిందువుల విశ్వాసం ప్రకారం దశావతారాలుగల దేవుడు,shared_synset,,,,,"According to Hindus, there is only one God who sustains creation","According to the Hindu belief, the God of Dashavatars",false
B000262,ಯುವಕ,యువకుడు,yuvaka,yuvakuḍu,5589,kn: ಹದಿನೇಳರಿಂದ ಮೂವತ್ತೈದು ವರ್ಷದ ಹುಡುಗರು || te: 16 నుంచి 35 సంవత్సరాల వయస్సు గల పురుషుడు.,shared_synset,,,,,Boys from seventeen to thirty-five years of age,Male between 16 to 35 years of age.,false
B000263,ತವಡು,తవుడు,tavaḍu,tavuḍu,,"kn: ಗೋಧಿ, ಭತ್ತ ಮುಂತಾದ ಧಾನ್ಯವನ್ನು ಬೀಸಿ ತೆಗೆದ ಸಿಪ್ಪೆ || te: ధాన్యాలపైగల మరియు పంటల యొక్క చూర్ణము",form_similar,,,,,"Husk removed from grain like wheat, rice etc",Crushing of grains and crops,false
B000264,ಪೋಣಿಸು,జతచేయు,pōṇisu,jatacēyu,8123,kn: ಸೂಜಿಯ ಕಣ್ಣಿಗೆ ದಾರವನ್ನು ಹಾಕುವುದು || te: సూదికి దారాన్ని జతచేయడం,shared_synset,,,,,Threading the eye of the needle,Attaching the thread to the needle,false
B000265,ನಯನ,నయనూ,nayana,nayanū,,"kn: ಆ ಇಂದ್ರಿಯದಿಂದ ಪ್ರಾಣಿಗಳಿಗೆ ರೂಪ, ಬಣ್ಣ ಅಗಲ ಅಥವಾ ಆಕಾರದ ಬಗೆಗೆ ಅರಿವನ್ನು ನೀಡುವಂತಹ ಇಂದ್ರಿಯ || te: ఒక రకమైన సన్నని వస్త్రం",form_similar,,,,,"A sense that gives animals awareness of form, color, width, or shape from that sense",A kind of thin cloth,false
B000266,ನಕಲು,నగలు,nakalu,nagalu,,kn: ಪುಸ್ತಕ ಅಥವಾ ದಿನಪತ್ರಿಕೆಗಳ ಪ್ರತಿ || te: వీటిని స్త్రీలు అలంకరణ కోసం ధరిస్తారు,form_similar,,,,,Copies of books or newspapers,These are worn by women for decoration,false
B000267,ಶಾಸನಬದ್ಧವಾದಂತಹ,నియమానుసారమైన,śāsanabaddhavādaṁtaha,niyamānusāramaina,16078,kn: ಶಾಸಾನದಿಂದ ಯುಕ್ತವಾದ || te: నియమ పాలన యుక్తమైన,shared_synset,,,,,Legally appropriate,The rule of law is appropriate,false
B000268,ದಿನ,దివసం,dina,divasaṁ,1965,kn: ಸೂರ್ಯೋದಯದಿಂದ ಸೂರ್ಯಾಸ್ಥದ ವರೆಗಿನ ಸಮಯ || te: సూర్యుడు ఉదయించిన దగ్గర నుండి అస్తమించేంత వరకు ఉండే సమయం,shared_synset,,,,,The time from sunrise to sunset,The time from sunrise to sunset,false
B000269,ನಿರ್ದಿಷ್ಟ-ಅವಧಿ,వ్యవది,nirdiṣṭa-avadhi,vyavadi,2108,kn: ಒಂದು ನಿರ್ದಿಷ್ಟ ಸಮಯದಿಂದ ಇನ್ನೊಂದು ನಿರ್ದಿಷ್ಟ ಸಮಯದವರೆಗಿನ ಕಾಲ || te: ఇంకొంత సమయాన్ని ఇచ్చుట,shared_synset,,,,,The time from one specific time to another specific time,Give it some more time,false
B000270,ಕೆಸರು,కసరు,kesaru,kasaru,,"kn: ನೀರಿನಲ್ಲಿ ಸೇರಿರುವ ಧೂಳು, ಮಣ್ಣು ಮೊದಲಾದವುಗಳು || te: ఎక్కువ ఆగ్రహము కలుగు భావన.",form_similar,,,,,"Dust, dirt etc. in the water",Feeling more resentful.,false
B000271,ಸಾಧಾರಣ,తెలియని,sādhāraṇa,teliyani,2262,kn: ಅಷ್ಟೇನು ಪರಿಚಯವಿಲ್ಲದ ಅಥವಾ ಪ್ರಸಿದ್ದಿಗೆ ಬರದೇ ಇರುವ || te: ఎవ్వరికీ తెలియకుండా ఉండుట.,shared_synset,,,,,Not much known or well known,To be unknown.,false
B000272,ಬಿಡಲ್ಪಟ್ಟಂತ,మంచంకోళ్ళు,biḍalpaṭṭaṁta,maṁcaṁkōḷḷu,,,random,,,,,As if left or thrown away,bed hens,false
B000273,ವಿಸ್ಮಿತವಾಗು,ఆశ్చర్యపడు,vismitavāgu,āścaryapaḍu,2429,"kn: ಯಾವುದೇ ವಸ್ತು, ವಿಷಯ, ಸುದ್ದಿ, ಸಮಾಚಾರ, ಇತ್ಯಾದಿಗಳನ್ನು ನೋಡಿದಾಗ ಇಲ್ಲವೇ ಕೇಳಿದಾಗ ಇಲ್ಲವೇ ತಿಳಿದಾಗ ಇಲ್ಲವೇ ಅನುಭವಕ್ಕೆ ಬಂದಾಗ ಮನಸ್ಸಿನಲ್ಲಿ ಹುಟ್ಟುವ ಅನಿಸಿಕೆ ಹೊರಹೊಮ್ಮುವ ಪ್ರಕ್ರಿಯೆ || te: అసాధారణమైన వాటిని చూడగానే మనస్సులో కలిగే భావన.",shared_synset,,,,,"The process by which an impression arises in the mind when seeing or hearing or knowing or experiencing any object, subject, news, information, etc.",A feeling that arises in the mind when one sees something unusual.,false
B000274,ಬಗ್ಗಿಸಲಾಗದ,ఆవలిగట్టు,baggisalāgada,āvaligaṭṭu,,,random,,,,,Something that is unyielding or unbendable,The other side of the river,false
B000275,ಮಹಾದೇವ,మహాదేవుడు,mahādēva,mahādēvuḍu,2061,kn: ಸೃಷ್ಠಿಯನ್ನು ನಾಶ ಮಾಡುವ ಹಿಂದು ದೇವರು || te: త్రిమూర్తులలో మూడు కన్నులుగలవాడు,shared_synset,,,,,A Hindu god who destroys creation,He is the three eyed of the trinity,false
B000276,ದಿವ್ಯಲೋಕ,దేవలోకం,divyalōka,dēvalōkaṁ,1428,kn: ಆತ್ಮ ಶರೀರವನ್ನು ಬಿಟ್ಟ ನಂತರ ಪ್ರಾಪ್ತಿಯಾಗುವ ಲೋಕ || te: శరిరం విడిచిన తర్వాత ఆత్మ చేరే లోకం,shared_synset,,,,,The world that the soul attains after leaving the body,The world where the soul joins after leaving the body,false
B000277,ಕಚ್ಚು,కొట్టివేయు,kaccu,koṭṭivēyu,11519,"kn: ಚೇಳು, ಜೇನು ಮೊದಲಾದವುಗಳು ವಿಷಭರಿತವಾದ ಮುಳ್ಳಿನಿಂದ ಜೀವಿಗಳ ಶರೀರದ ಮೇಲೆ ಕಚ್ಚಿ ವಿಷವನ್ನು ಹರಡುವುದು || te: కత్తి ద్వారా మొద్దులను చేసేపని",shared_synset,,,,,"Scorpions, bees etc. spread the poison by biting the body of the organism with its poisonous sting.",Cutting stumps with a knife,false
B000278,ಮತಭೇದರಹಿತವಾದಂತಹ,మతబేధరహితమైన,matabhēdarahitavādaṁtaha,matabēdharahitamaina,31917,kn: ಯಾವುದರಲ್ಲಿ ಎಲ್ಲರ ಸಹಮತಿ ಇದೆಯೋ || te: అన్ని మతాల అంగీకారం కాని,shared_synset,,,,,On which all are agreed,Not accepted by all religions,false
B000279,ನಡುಕ,నడక,naḍuka,naḍaka,,kn: ನಡುಗುವ ಕ್ರಿಯೆ ಅಥವಾ ಭಾವನೆ || te: మంచి అలవాట్లు కలిగి ఉండుట.,form_similar,,,,,The act or feeling of trembling,Having good habits.,false
